Puzzle,Number_of_given_elements,Result,Heuristics,Splits,Backtracks,Time
sudoku-0250,25,SAT,Two-Sided Jeroslow-Wang,4,0,9.023421049118042
sudoku-0250,25,SAT,Dynamic largest individual sum,181,157,13.74191403388977
sudoku-0251,25,SAT,Random,28,21,11.739775657653809
sudoku-0251,25,SAT,Two-Sided Jeroslow-Wang,15,2,10.162244319915771
sudoku-0251,25,SAT,Dynamic largest individual sum,1636,1587,81.12496638298035
sudoku-0252,25,SAT,Random,13,2,8.799784660339355
sudoku-0252,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.650637149810791
sudoku-0252,25,SAT,Dynamic largest individual sum,65,39,9.846598863601685
sudoku-0253,25,SAT,Random,12,1,9.759764909744263
sudoku-0253,25,SAT,Two-Sided Jeroslow-Wang,20,6,10.208722591400146
sudoku-0253,25,SAT,Dynamic largest individual sum,395,356,22.89637565612793
sudoku-0254,25,SAT,Random,11,3,9.031429052352905
sudoku-0254,25,SAT,Two-Sided Jeroslow-Wang,5,2,8.862975120544434
sudoku-0254,25,SAT,Dynamic largest individual sum,50,37,9.787618398666382
sudoku-0255,25,SAT,Random,14,0,10.562873840332031
sudoku-0255,25,SAT,Two-Sided Jeroslow-Wang,19,10,11.28250503540039
sudoku-0255,25,SAT,Dynamic largest individual sum,1631,1588,90.02121067047119
sudoku-0256,25,SAT,Random,64,44,13.436163425445557
sudoku-0256,25,SAT,Two-Sided Jeroslow-Wang,8,2,9.462212800979614
sudoku-0256,25,SAT,Dynamic largest individual sum,493,422,32.64587330818176
sudoku-0257,25,SAT,Random,4,0,8.847196817398071
sudoku-0257,25,SAT,Two-Sided Jeroslow-Wang,1,0,8.839792013168335
sudoku-0257,25,SAT,Dynamic largest individual sum,130,87,14.642539262771606
sudoku-0258,25,SAT,Random,25,9,10.333659887313843
sudoku-0258,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.79075837135315
sudoku-0258,25,SAT,Dynamic largest individual sum,527,486,30.11055612564087
sudoku-0259,25,SAT,Random,8,1,9.825435638427734
sudoku-0259,25,SAT,Two-Sided Jeroslow-Wang,11,1,9.550253629684448
sudoku-0259,25,SAT,Dynamic largest individual sum,486,437,30.402312517166138
sudoku-0260,25,SAT,Random,10,1,8.974377870559692
sudoku-0260,25,SAT,Two-Sided Jeroslow-Wang,13,8,8.978869199752808
sudoku-0260,25,SAT,Dynamic largest individual sum,78,59,10.300636053085327
sudoku-0261,25,SAT,Random,8,0,9.376771688461304
sudoku-0261,25,SAT,Two-Sided Jeroslow-Wang,6,0,9.269596338272095
sudoku-0261,25,SAT,Dynamic largest individual sum,328,262,21.3601815700531
sudoku-0262,25,SAT,Random,19,6,9.524774074554443
sudoku-0262,25,SAT,Two-Sided Jeroslow-Wang,5,1,8.968361616134644
sudoku-0262,25,SAT,Dynamic largest individual sum,250,210,16.609379053115845
sudoku-0263,25,SAT,Random,26,8,10.110322713851929
sudoku-0263,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.901808023452759
sudoku-0263,25,SAT,Dynamic largest individual sum,62,31,10.078519821166992
sudoku-0264,25,SAT,Random,31,13,10.892734289169312
sudoku-0264,25,SAT,Two-Sided Jeroslow-Wang,5,0,9.321742057800293
sudoku-0264,25,SAT,Dynamic largest individual sum,339,294,21.570932388305664
sudoku-0265,25,SAT,Random,11,1,9.246025323867798
sudoku-0265,25,SAT,Two-Sided Jeroslow-Wang,7,0,9.223793029785156
sudoku-0265,25,SAT,Dynamic largest individual sum,195,154,15.67838191986084
sudoku-0266,25,SAT,Random,12,0,9.677449226379395
sudoku-0266,25,SAT,Two-Sided Jeroslow-Wang,12,0,9.33860468864441
sudoku-0266,25,SAT,Dynamic largest individual sum,272,217,20.25251340866089
sudoku-0267,25,SAT,Random,8,0,9.095094203948975
sudoku-0267,25,SAT,Two-Sided Jeroslow-Wang,10,0,9.167675495147705
sudoku-0267,25,SAT,Dynamic largest individual sum,429,390,22.555846214294434
sudoku-0268,25,SAT,Random,34,19,10.970786333084106
sudoku-0268,25,SAT,Two-Sided Jeroslow-Wang,12,2,9.73390793800354
sudoku-0268,25,SAT,Dynamic largest individual sum,298,243,22.49037528038025
sudoku-0269,25,SAT,Random,21,9,10.993699789047241
sudoku-0269,25,SAT,Two-Sided Jeroslow-Wang,5,0,9.39568567276001
sudoku-0269,25,SAT,Dynamic largest individual sum,1231,1203,65.57370090484619
sudoku-0270,25,SAT,Random,10,0,9.175755500793457
sudoku-0270,25,SAT,Two-Sided Jeroslow-Wang,12,3,10.123467445373535
sudoku-0270,25,SAT,Dynamic largest individual sum,173,112,16.762236833572388
sudoku-0271,25,SAT,Random,8,0,8.376829385757446
sudoku-0271,25,SAT,Two-Sided Jeroslow-Wang,7,1,8.276371240615845
sudoku-0271,25,SAT,Dynamic largest individual sum,76,43,10.222097873687744
sudoku-0272,25,SAT,Random,11,2,9.357616901397705
sudoku-0272,25,SAT,Two-Sided Jeroslow-Wang,12,4,9.25306487083435
sudoku-0272,25,SAT,Dynamic largest individual sum,243,221,17.025052070617676
sudoku-0273,25,SAT,Random,9,0,8.979769706726074
sudoku-0273,25,SAT,Two-Sided Jeroslow-Wang,3,0,8.88982605934143
sudoku-0273,25,SAT,Dynamic largest individual sum,58,23,9.80897855758667
sudoku-0274,25,SAT,Random,5,0,8.778815746307373
sudoku-0274,25,SAT,Two-Sided Jeroslow-Wang,4,1,8.703175067901611
sudoku-0274,25,SAT,Dynamic largest individual sum,53,25,9.774889945983887
sudoku-0275,25,SAT,Random,5,0,8.66041374206543
sudoku-0275,25,SAT,Two-Sided Jeroslow-Wang,2,0,8.366936206817627
sudoku-0275,25,SAT,Dynamic largest individual sum,28,5,8.712153196334839
sudoku-0276,25,SAT,Random,21,3,11.728197813034058
sudoku-0276,25,SAT,Two-Sided Jeroslow-Wang,13,4,10.983786344528198
sudoku-0276,25,SAT,Dynamic largest individual sum,2616,2586,140.5494396686554
sudoku-0277,25,SAT,Random,9,1,8.95772647857666
sudoku-0277,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.311896562576294
sudoku-0277,25,SAT,Dynamic largest individual sum,79,47,10.567949056625366
sudoku-0278,25,SAT,Random,10,0,8.58561110496521
sudoku-0278,25,SAT,Two-Sided Jeroslow-Wang,8,0,8.55156922340393
sudoku-0278,25,SAT,Dynamic largest individual sum,93,57,11.428945064544678
sudoku-0279,25,SAT,Random,7,0,8.884793043136597
sudoku-0279,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.845797538757324
sudoku-0279,25,SAT,Dynamic largest individual sum,67,27,10.624385595321655
sudoku-0280,25,SAT,Random,9,0,8.886708736419678
sudoku-0280,25,SAT,Two-Sided Jeroslow-Wang,12,2,9.371648788452148
sudoku-0280,25,SAT,Dynamic largest individual sum,496,450,32.72078275680542
sudoku-0281,25,SAT,Random,15,0,9.684791803359985
sudoku-0281,25,SAT,Two-Sided Jeroslow-Wang,13,7,9.85399079322815
sudoku-0281,25,SAT,Dynamic largest individual sum,155,77,15.182338953018188
sudoku-0282,25,SAT,Random,27,14,9.928891658782959
sudoku-0282,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.536534547805786
sudoku-0282,25,SAT,Dynamic largest individual sum,180,142,14.273581981658936
sudoku-0283,25,SAT,Random,9,0,8.876422882080078
sudoku-0283,25,SAT,Two-Sided Jeroslow-Wang,6,1,9.093970537185669
sudoku-0283,25,SAT,Dynamic largest individual sum,101,47,12.41130542755127
sudoku-0284,25,SAT,Random,7,0,8.445373773574829
sudoku-0284,25,SAT,Two-Sided Jeroslow-Wang,6,2,8.485021352767944
sudoku-0284,25,SAT,Dynamic largest individual sum,53,27,9.384004831314087
sudoku-0285,25,SAT,Random,7,1,8.369317531585693
sudoku-0285,25,SAT,Two-Sided Jeroslow-Wang,3,0,8.592617988586426
sudoku-0285,25,SAT,Dynamic largest individual sum,21,9,8.83213186264038
sudoku-0286,25,SAT,Random,40,30,11.287135124206543
sudoku-0286,25,SAT,Two-Sided Jeroslow-Wang,5,1,9.110985040664673
sudoku-0286,25,SAT,Dynamic largest individual sum,91,47,11.657015562057495
sudoku-0287,25,SAT,Random,15,4,10.3500075340271
sudoku-0287,25,SAT,Two-Sided Jeroslow-Wang,8,4,9.90954041481018
sudoku-0287,25,SAT,Dynamic largest individual sum,2070,2055,108.40311813354492
sudoku-0288,25,SAT,Random,7,0,9.340056657791138
sudoku-0288,25,SAT,Two-Sided Jeroslow-Wang,9,0,8.895331621170044
sudoku-0288,25,SAT,Dynamic largest individual sum,104,49,12.145776987075806
sudoku-0289,25,SAT,Random,29,17,10.921196699142456
sudoku-0289,25,SAT,Two-Sided Jeroslow-Wang,6,1,8.834288835525513
sudoku-0289,25,SAT,Dynamic largest individual sum,157,111,14.788146734237671
sudoku-0290,25,SAT,Random,6,0,9.132890701293945
sudoku-0290,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.996861934661865
sudoku-0290,25,SAT,Dynamic largest individual sum,241,200,18.82419729232788
sudoku-0291,25,SAT,Random,16,3,9.721347570419312
sudoku-0291,25,SAT,Two-Sided Jeroslow-Wang,21,9,10.224774360656738
sudoku-0291,25,SAT,Dynamic largest individual sum,108,63,12.516657590866089
sudoku-0292,25,SAT,Random,17,2,11.606176853179932
sudoku-0292,25,SAT,Two-Sided Jeroslow-Wang,13,2,10.024633884429932
sudoku-0292,25,SAT,Dynamic largest individual sum,1701,1656,81.71076917648315
sudoku-0293,25,SAT,Random,21,8,10.486883401870728
sudoku-0293,25,SAT,Two-Sided Jeroslow-Wang,21,12,10.253774881362915
sudoku-0293,25,SAT,Dynamic largest individual sum,144,103,13.471799373626709
sudoku-0294,25,SAT,Random,14,3,10.092678785324097
sudoku-0294,25,SAT,Two-Sided Jeroslow-Wang,20,9,10.74012017250061
sudoku-0294,25,SAT,Dynamic largest individual sum,103,41,12.901515483856201
sudoku-0295,25,SAT,Random,31,23,10.864141464233398
sudoku-0295,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.473511219024658
sudoku-0295,25,SAT,Dynamic largest individual sum,102,61,11.531469583511353
sudoku-0296,25,SAT,Random,10,0,9.264246225357056
sudoku-0296,25,SAT,Two-Sided Jeroslow-Wang,8,0,9.112943887710571
sudoku-0296,25,SAT,Dynamic largest individual sum,449,402,24.84817361831665
sudoku-0297,25,SAT,Random,7,0,9.019239664077759
sudoku-0297,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.938343048095703
sudoku-0297,25,SAT,Dynamic largest individual sum,124,93,11.917737483978271
sudoku-0298,25,SAT,Random,14,0,9.491893768310547
sudoku-0298,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.854779958724976
sudoku-0298,25,SAT,Dynamic largest individual sum,355,313,25.995731353759766
sudoku-0299,25,SAT,Random,16,0,9.817912101745605
sudoku-0299,25,SAT,Two-Sided Jeroslow-Wang,25,11,10.795678615570068
sudoku-0299,25,SAT,Dynamic largest individual sum,1678,1634,91.37455153465271
sudoku-0300,25,SAT,Random,9,0,8.591502666473389
sudoku-0300,25,SAT,Two-Sided Jeroslow-Wang,4,1,8.486656188964844
sudoku-0300,25,SAT,Dynamic largest individual sum,67,41,9.778255939483643
sudoku-0301,25,SAT,Random,41,21,12.542088031768799
sudoku-0301,25,SAT,Two-Sided Jeroslow-Wang,3,0,9.263190984725952
sudoku-0301,25,SAT,Dynamic largest individual sum,273,221,22.13459086418152
sudoku-0302,25,SAT,Random,8,0,8.416354894638062
sudoku-0302,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.397977590560913
sudoku-0302,25,SAT,Dynamic largest individual sum,110,97,11.499815702438354
sudoku-0303,25,SAT,Random,3,0,8.642553806304932
sudoku-0303,25,SAT,Two-Sided Jeroslow-Wang,9,0,8.541081190109253
sudoku-0303,25,SAT,Dynamic largest individual sum,77,47,10.41077709197998
sudoku-0304,25,SAT,Random,13,3,9.92856502532959
sudoku-0304,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.92733383178711
sudoku-0304,25,SAT,Dynamic largest individual sum,277,247,18.354962587356567
sudoku-0305,25,SAT,Random,6,0,8.669757843017578
sudoku-0305,25,SAT,Two-Sided Jeroslow-Wang,7,0,8.903836488723755
sudoku-0305,25,SAT,Dynamic largest individual sum,363,311,21.072272300720215
sudoku-0306,25,SAT,Random,28,14,10.025991201400757
sudoku-0306,25,SAT,Two-Sided Jeroslow-Wang,14,1,9.478224277496338
sudoku-0306,25,SAT,Dynamic largest individual sum,187,143,16.738824367523193
sudoku-0307,25,SAT,Random,14,4,9.866377592086792
sudoku-0307,25,SAT,Two-Sided Jeroslow-Wang,5,1,8.824280261993408
sudoku-0307,25,SAT,Dynamic largest individual sum,667,624,38.62424635887146
sudoku-0308,25,SAT,Random,36,24,10.929657459259033
sudoku-0308,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.642632007598877
sudoku-0308,25,SAT,Dynamic largest individual sum,111,81,12.388875484466553
sudoku-0309,25,SAT,Random,6,1,8.400922298431396
sudoku-0309,25,SAT,Two-Sided Jeroslow-Wang,5,1,8.308392524719238
sudoku-0309,25,SAT,Dynamic largest individual sum,83,69,10.347075700759888
sudoku-0310,25,SAT,Random,13,3,9.363041400909424
sudoku-0310,25,SAT,Two-Sided Jeroslow-Wang,7,3,9.006911039352417
sudoku-0310,25,SAT,Dynamic largest individual sum,115,59,12.104755640029907
sudoku-0311,25,SAT,Random,11,0,9.230795860290527
sudoku-0311,25,SAT,Two-Sided Jeroslow-Wang,7,4,8.914324045181274
sudoku-0311,25,SAT,Dynamic largest individual sum,88,47,11.467334985733032
sudoku-0312,25,SAT,Random,7,1,8.811670303344727
sudoku-0312,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.864176988601685
sudoku-0312,25,SAT,Dynamic largest individual sum,78,45,10.526174783706665
sudoku-0313,25,SAT,Random,6,0,8.769166946411133
sudoku-0313,25,SAT,Two-Sided Jeroslow-Wang,12,1,8.95391035079956
sudoku-0313,25,SAT,Dynamic largest individual sum,100,53,11.981805086135864
sudoku-0314,25,SAT,Random,18,2,9.148490190505981
sudoku-0314,25,SAT,Two-Sided Jeroslow-Wang,9,1,8.727214336395264
sudoku-0314,25,SAT,Dynamic largest individual sum,392,365,21.298964023590088
sudoku-0315,25,SAT,Random,7,0,8.848474025726318
sudoku-0315,25,SAT,Two-Sided Jeroslow-Wang,6,0,8.800411939620972
sudoku-0315,25,SAT,Dynamic largest individual sum,323,268,21.35687255859375
sudoku-0316,25,SAT,Random,3,0,8.365403652191162
sudoku-0316,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.284377813339233
sudoku-0316,25,SAT,Dynamic largest individual sum,44,29,8.965644836425781
sudoku-0317,25,SAT,Random,12,1,8.784631729125977
sudoku-0317,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.510037899017334
sudoku-0317,25,SAT,Dynamic largest individual sum,152,114,13.242413520812988
sudoku-0318,25,SAT,Random,10,0,9.017801761627197
sudoku-0318,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.752208709716797
sudoku-0318,25,SAT,Dynamic largest individual sum,111,83,11.229692935943604
sudoku-0319,25,SAT,Random,14,1,9.018349647521973
sudoku-0319,25,SAT,Two-Sided Jeroslow-Wang,7,0,8.732334613800049
sudoku-0319,25,SAT,Dynamic largest individual sum,211,166,16.266255378723145
sudoku-0320,25,SAT,Random,25,7,10.07303261756897
sudoku-0320,25,SAT,Two-Sided Jeroslow-Wang,16,3,9.545774459838867
sudoku-0320,25,SAT,Dynamic largest individual sum,220,161,16.421463012695312
sudoku-0321,25,SAT,Random,25,3,10.832813024520874
sudoku-0321,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.691685676574707
sudoku-0321,25,SAT,Dynamic largest individual sum,124,73,14.383338451385498
sudoku-0322,25,SAT,Random,13,1,9.257067441940308
sudoku-0322,25,SAT,Two-Sided Jeroslow-Wang,16,5,9.936549425125122
sudoku-0322,25,SAT,Dynamic largest individual sum,60,0,11.167088985443115
sudoku-0323,25,SAT,Random,6,0,8.787161588668823
sudoku-0323,25,SAT,Two-Sided Jeroslow-Wang,13,3,8.996883153915405
sudoku-0323,25,SAT,Dynamic largest individual sum,51,11,9.632240772247314
sudoku-0324,25,SAT,Random,29,3,10.965686559677124
sudoku-0324,25,SAT,Two-Sided Jeroslow-Wang,9,0,9.582296133041382
sudoku-0324,25,SAT,Dynamic largest individual sum,2392,2344,100.91945123672485
sudoku-0325,25,SAT,Random,6,0,9.373446702957153
sudoku-0325,25,SAT,Two-Sided Jeroslow-Wang,17,13,12.419811725616455
sudoku-0325,25,SAT,Dynamic largest individual sum,634,579,51.35719847679138
sudoku-0326,25,SAT,Random,5,0,8.650046110153198
sudoku-0326,25,SAT,Two-Sided Jeroslow-Wang,6,1,8.587591171264648
sudoku-0326,25,SAT,Dynamic largest individual sum,43,19,9.196159362792969
sudoku-0327,25,SAT,Random,10,1,8.420419931411743
sudoku-0327,25,SAT,Two-Sided Jeroslow-Wang,5,1,8.257858276367188
sudoku-0327,25,SAT,Dynamic largest individual sum,118,100,10.939647436141968
sudoku-0328,25,SAT,Random,40,31,11.757259607315063
sudoku-0328,25,SAT,Two-Sided Jeroslow-Wang,18,2,9.563263893127441
sudoku-0328,25,SAT,Dynamic largest individual sum,118,67,13.1726655960083
sudoku-0329,25,SAT,Random,11,1,9.080833911895752
sudoku-0329,25,SAT,Two-Sided Jeroslow-Wang,3,0,8.836328268051147
sudoku-0329,25,SAT,Dynamic largest individual sum,88,47,11.673002481460571
sudoku-0330,25,SAT,Random,13,1,9.642265558242798
sudoku-0330,25,SAT,Two-Sided Jeroslow-Wang,14,4,10.358348608016968
sudoku-0330,25,SAT,Dynamic largest individual sum,1237,1204,80.99397134780884
sudoku-0331,25,SAT,Random,27,12,10.966227531433105
sudoku-0331,25,SAT,Two-Sided Jeroslow-Wang,11,2,9.339126110076904
sudoku-0331,25,SAT,Dynamic largest individual sum,114,55,13.80988097190857
sudoku-0332,25,SAT,Random,12,1,10.040624618530273
sudoku-0332,25,SAT,Two-Sided Jeroslow-Wang,23,16,13.3344886302948
sudoku-0332,25,SAT,Dynamic largest individual sum,3869,3837,185.93000173568726
sudoku-0333,25,SAT,Random,10,0,8.865311861038208
sudoku-0333,25,SAT,Two-Sided Jeroslow-Wang,1,0,8.246371746063232
sudoku-0333,25,SAT,Dynamic largest individual sum,66,37,9.806553602218628
sudoku-0334,25,SAT,Random,82,64,15.621655702590942
sudoku-0334,25,SAT,Two-Sided Jeroslow-Wang,7,0,9.105457782745361
sudoku-0334,25,SAT,Dynamic largest individual sum,1082,1030,62.97803974151611
sudoku-0335,25,SAT,Random,31,6,10.627418518066406
sudoku-0335,25,SAT,Two-Sided Jeroslow-Wang,15,2,9.796951055526733
sudoku-0335,25,SAT,Dynamic largest individual sum,673,631,38.529348611831665
sudoku-0336,25,SAT,Random,16,1,9.290966272354126
sudoku-0336,25,SAT,Two-Sided Jeroslow-Wang,8,0,8.985376358032227
sudoku-0336,25,SAT,Dynamic largest individual sum,145,99,13.765920639038086
sudoku-0337,25,SAT,Random,13,0,9.49510145187378
sudoku-0337,25,SAT,Two-Sided Jeroslow-Wang,5,0,9.06745457649231
sudoku-0337,25,SAT,Dynamic largest individual sum,344,298,26.02882719039917
sudoku-0338,25,SAT,Random,15,0,10.063019514083862
sudoku-0338,25,SAT,Two-Sided Jeroslow-Wang,16,1,10.046204328536987
sudoku-0338,25,SAT,Dynamic largest individual sum,914,847,42.97859287261963
sudoku-0339,25,SAT,Random,21,1,9.497293472290039
sudoku-0339,25,SAT,Two-Sided Jeroslow-Wang,4,0,8.843273639678955
sudoku-0339,25,SAT,Dynamic largest individual sum,229,188,15.936480045318604
sudoku-0340,25,SAT,Random,9,1,8.752705335617065
sudoku-0340,25,SAT,Two-Sided Jeroslow-Wang,6,1,8.611609697341919
sudoku-0340,25,SAT,Dynamic largest individual sum,62,29,9.625709056854248
sudoku-0341,25,SAT,Random,22,5,9.342608451843262
sudoku-0341,25,SAT,Two-Sided Jeroslow-Wang,9,1,8.939842224121094
sudoku-0341,25,SAT,Dynamic largest individual sum,184,146,14.285309314727783
sudoku-0342,25,SAT,Random,4,0,8.753690481185913
sudoku-0342,25,SAT,Two-Sided Jeroslow-Wang,4,1,8.81777548789978
sudoku-0342,25,SAT,Dynamic largest individual sum,84,51,11.147956371307373
sudoku-0343,25,SAT,Random,19,0,10.944918870925903
sudoku-0343,25,SAT,Two-Sided Jeroslow-Wang,21,5,10.732116460800171
sudoku-0343,25,SAT,Dynamic largest individual sum,310,242,24.78778052330017
sudoku-0344,25,SAT,Random,17,3,9.451065063476562
sudoku-0344,25,SAT,Two-Sided Jeroslow-Wang,3,0,8.697842597961426
sudoku-0344,25,SAT,Dynamic largest individual sum,683,650,37.200143337249756
sudoku-0345,25,SAT,Random,14,1,9.56180453300476
sudoku-0345,25,SAT,Two-Sided Jeroslow-Wang,6,0,9.237553834915161
sudoku-0345,25,SAT,Dynamic largest individual sum,171,125,14.991253137588501
sudoku-0346,25,SAT,Random,7,0,8.991463899612427
sudoku-0346,25,SAT,Two-Sided Jeroslow-Wang,42,32,14.400737762451172
sudoku-0346,25,SAT,Dynamic largest individual sum,214,174,20.075895309448242
sudoku-0347,25,SAT,Random,98,68,19.55849266052246
sudoku-0347,25,SAT,Two-Sided Jeroslow-Wang,26,21,13.62366533279419
sudoku-0347,25,SAT,Dynamic largest individual sum,777,727,45.24996256828308
sudoku-0348,25,SAT,Random,6,0,8.719300746917725
sudoku-0348,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.506033182144165
sudoku-0348,25,SAT,Dynamic largest individual sum,86,56,10.043770790100098
sudoku-0349,25,SAT,Random,8,0,9.229182481765747
sudoku-0349,25,SAT,Two-Sided Jeroslow-Wang,4,0,9.09832763671875
sudoku-0349,25,SAT,Dynamic largest individual sum,107,53,12.419408559799194
sudoku-0350,25,SAT,Random,10,0,9.27504849433899
sudoku-0350,25,SAT,Two-Sided Jeroslow-Wang,17,3,10.541458129882812
sudoku-0350,25,SAT,Dynamic largest individual sum,425,395,28.53817844390869
sudoku-0351,25,SAT,Random,15,0,9.700522422790527
sudoku-0351,25,SAT,Two-Sided Jeroslow-Wang,14,3,8.903855085372925
sudoku-0351,25,SAT,Dynamic largest individual sum,345,295,23.30064821243286
sudoku-0352,25,SAT,Random,35,12,11.189581155776978
sudoku-0352,25,SAT,Two-Sided Jeroslow-Wang,12,2,9.825144529342651
sudoku-0352,25,SAT,Dynamic largest individual sum,198,146,17.234296321868896
sudoku-0353,25,SAT,Random,18,1,9.25517988204956
sudoku-0353,25,SAT,Two-Sided Jeroslow-Wang,13,2,9.52325439453125
sudoku-0353,25,SAT,Dynamic largest individual sum,130,73,14.661211252212524
sudoku-0354,25,SAT,Random,42,34,11.305445194244385
sudoku-0354,25,SAT,Two-Sided Jeroslow-Wang,10,2,8.810770034790039
sudoku-0354,25,SAT,Dynamic largest individual sum,90,55,12.12964653968811
sudoku-0355,25,SAT,Random,14,1,9.153895616531372
sudoku-0355,25,SAT,Two-Sided Jeroslow-Wang,4,1,8.54053807258606
sudoku-0355,25,SAT,Dynamic largest individual sum,90,52,10.890469551086426
sudoku-0356,25,SAT,Random,13,2,8.703742265701294
sudoku-0356,25,SAT,Two-Sided Jeroslow-Wang,11,6,8.976887941360474
sudoku-0356,25,SAT,Dynamic largest individual sum,305,297,16.571352243423462
sudoku-0357,25,SAT,Random,1,0,8.389837741851807
sudoku-0357,25,SAT,Two-Sided Jeroslow-Wang,1,0,8.216850757598877
sudoku-0357,25,SAT,Dynamic largest individual sum,1,0,8.30341362953186
sudoku-0358,25,SAT,Random,20,3,9.626235723495483
sudoku-0358,25,SAT,Two-Sided Jeroslow-Wang,15,4,9.37513256072998
sudoku-0358,25,SAT,Dynamic largest individual sum,99,69,12.098395824432373
sudoku-0359,25,SAT,Random,12,0,9.31901478767395
sudoku-0359,25,SAT,Two-Sided Jeroslow-Wang,10,0,9.043437957763672
sudoku-0359,25,SAT,Dynamic largest individual sum,252,212,17.428251028060913
sudoku-0360,25,SAT,Random,14,1,9.25195026397705
sudoku-0360,25,SAT,Two-Sided Jeroslow-Wang,15,4,9.345630884170532
sudoku-0360,25,SAT,Dynamic largest individual sum,111,79,13.501196384429932
sudoku-0361,25,SAT,Random,7,0,8.854896545410156
sudoku-0361,25,SAT,Two-Sided Jeroslow-Wang,5,1,8.786118268966675
sudoku-0361,25,SAT,Dynamic largest individual sum,579,526,34.363500356674194
sudoku-0362,25,SAT,Random,10,0,8.947875261306763
sudoku-0362,25,SAT,Two-Sided Jeroslow-Wang,6,0,8.814251184463501
sudoku-0362,25,SAT,Dynamic largest individual sum,125,58,14.170044422149658
sudoku-0363,25,SAT,Random,8,0,8.53132152557373
sudoku-0363,25,SAT,Two-Sided Jeroslow-Wang,2,0,8.49054503440857
sudoku-0363,25,SAT,Dynamic largest individual sum,74,31,10.25042200088501
sudoku-0364,25,SAT,Random,20,3,10.079038381576538
sudoku-0364,25,SAT,Two-Sided Jeroslow-Wang,15,2,9.37615180015564
sudoku-0364,25,SAT,Dynamic largest individual sum,555,510,35.57873797416687
sudoku-0365,25,SAT,Random,1,0,8.273090600967407
sudoku-0365,25,SAT,Two-Sided Jeroslow-Wang,2,0,8.098243474960327
sudoku-0365,25,SAT,Dynamic largest individual sum,4,0,8.189332962036133
sudoku-0366,25,SAT,Random,36,15,12.32945203781128
sudoku-0366,25,SAT,Two-Sided Jeroslow-Wang,8,0,9.106459379196167
sudoku-0366,25,SAT,Dynamic largest individual sum,113,47,13.167451620101929
sudoku-0367,25,SAT,Random,2,0,8.846745252609253
sudoku-0367,25,SAT,Two-Sided Jeroslow-Wang,6,0,9.069934844970703
sudoku-0367,25,SAT,Dynamic largest individual sum,428,382,30.699844360351562
sudoku-0368,25,SAT,Random,2,0,8.29338026046753
sudoku-0368,25,SAT,Two-Sided Jeroslow-Wang,6,0,8.355930089950562
sudoku-0368,25,SAT,Dynamic largest individual sum,97,72,10.547781229019165
sudoku-0369,25,SAT,Random,11,3,8.931574583053589
sudoku-0369,25,SAT,Two-Sided Jeroslow-Wang,5,0,8.628003358840942
sudoku-0369,25,SAT,Dynamic largest individual sum,74,51,10.288495063781738
sudoku-0370,25,SAT,Random,7,1,9.2075514793396
sudoku-0370,25,SAT,Two-Sided Jeroslow-Wang,12,4,9.718394994735718
sudoku-0370,25,SAT,Dynamic largest individual sum,88,46,12.931912183761597
sudoku-0371,25,SAT,Random,2,0,8.590599536895752
sudoku-0371,25,SAT,Two-Sided Jeroslow-Wang,2,0,8.500008821487427
sudoku-0371,25,SAT,Dynamic largest individual sum,13,7,8.682621717453003
sudoku-0372,25,SAT,Random,7,0,8.676292896270752
sudoku-0372,25,SAT,Two-Sided Jeroslow-Wang,7,1,8.77122449874878
sudoku-0372,25,SAT,Dynamic largest individual sum,87,39,11.073771715164185
sudoku-0373,25,SAT,Random,8,1,9.392367124557495
sudoku-0373,25,SAT,Two-Sided Jeroslow-Wang,10,1,9.720898628234863
sudoku-0373,25,SAT,Dynamic largest individual sum,397,359,28.884763717651367
sudoku-0374,25,SAT,Random,8,2,8.668673753738403
sudoku-0374,25,SAT,Two-Sided Jeroslow-Wang,3,0,8.55857229232788
sudoku-0374,25,SAT,Dynamic largest individual sum,51,17,9.367248773574829
sudoku-0375,25,SAT,Random,12,0,9.234019041061401
sudoku-0375,25,SAT,Two-Sided Jeroslow-Wang,7,0,8.85280179977417
sudoku-0375,25,SAT,Dynamic largest individual sum,462,422,25.55626392364502
sudoku-0376,25,SAT,Random,21,9,10.118056774139404
sudoku-0376,25,SAT,Two-Sided Jeroslow-Wang,6,0,8.828188419342041
